adc_id,adc_name,drug_status,antibody_name,antigen_id,antigen_name,payload_id,payload_name,payload_identity,payload_target,payload_mechanism,linker_name,cell_line,disease_model,value_nM_min,label_10nM,source_activity_rows,has_conflicting_10nM_labels,source_activity_ids,source_url,cell_antigen_context
DRG0TZZNJ,Mipasetamab uzoptirine,Phase 1 (discontinued),Mipasetamab,TAR0PMKUR,Tyrosine-protein kinase receptor UFO (AXL),PAY0XBVCC,SG3199 (SC-DR002),PAY0XBVCC,Human deoxyribonucleic acid (hDNA),DNA-damaging,BCN-HydraSpace-Val-Ala-PABC,PANC-1 cells,Pancreatic ductal adenocarcinoma,0.47,1,1,0,ADCC001654,https://adcdb.idrblab.net/data/adc/details/DRG0TZZNJ,PANC-1 cells || Tyrosine-protein kinase receptor UFO (AXL)
DRG0TZZNJ,Mipasetamab uzoptirine,Phase 1 (discontinued),Mipasetamab,TAR0PMKUR,Tyrosine-protein kinase receptor UFO (AXL),PAY0XBVCC,SG3199 (SC-DR002),PAY0XBVCC,Human deoxyribonucleic acid (hDNA),DNA-damaging,BCN-HydraSpace-Val-Ala-PABC,SK-LU-1 cells,Lung adenocarcinoma,0.02,1,1,0,ADCC001656,https://adcdb.idrblab.net/data/adc/details/DRG0TZZNJ,SK-LU-1 cells || Tyrosine-protein kinase receptor UFO (AXL)
DRG0TZZNJ,Mipasetamab uzoptirine,Phase 1 (discontinued),Mipasetamab,TAR0PMKUR,Tyrosine-protein kinase receptor UFO (AXL),PAY0XBVCC,SG3199 (SC-DR002),PAY0XBVCC,Human deoxyribonucleic acid (hDNA),DNA-damaging,BCN-HydraSpace-Val-Ala-PABC,SK-OV-3 cells,Ovarian serous cystadenocarcinoma,0.11,1,1,0,ADCC001658,https://adcdb.idrblab.net/data/adc/details/DRG0TZZNJ,SK-OV-3 cells || Tyrosine-protein kinase receptor UFO (AXL)
DRG0TZZNJ,Mipasetamab uzoptirine,Phase 1 (discontinued),Mipasetamab,TAR0PMKUR,Tyrosine-protein kinase receptor UFO (AXL),PAY0XBVCC,SG3199 (SC-DR002),PAY0XBVCC,Human deoxyribonucleic acid (hDNA),DNA-damaging,BCN-HydraSpace-Val-Ala-PABC,SN12C cells,Renal cell carcinoma,0.83,1,1,0,ADCC001660,https://adcdb.idrblab.net/data/adc/details/DRG0TZZNJ,SN12C cells || Tyrosine-protein kinase receptor UFO (AXL)
DRG0PTXBI,Hu-Alpha-EGFR (ACVC)-172,Investigative,"hu-alpha-EGFR(ACVC), cetuximab with A114C and V205C mutations",TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0MQMQP,IMSA172,PAY0MQMQP,Stimulator of interferon genes protein (STING1),Other,Mc-Val-Cit-PABC,THP1-Lucia ISG cells,Acute monocytic leukemia,1.5,1,2,1,ADCC002308;ADCC002309,https://adcdb.idrblab.net/data/adc/details/DRG0PTXBI,THP1-Lucia ISG cells || Epidermal growth factor receptor (EGFR)
DRG0RANRT,Hu-Alpha-EGFR-172,Investigative,Cetuximab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0MQMQP,IMSA172,PAY0MQMQP,Stimulator of interferon genes protein (STING1),Other,Mc-Val-Cit-PABC,THP1-Lucia ISG cells,Acute monocytic leukemia,10000,0,1,0,ADCC002310,https://adcdb.idrblab.net/data/adc/details/DRG0RANRT,THP1-Lucia ISG cells || Epidermal growth factor receptor (EGFR)
DRG0SNONX,Milatuzumab-RSL3-NH2,Investigative,Milatuzumab,TAR0KVKEF,HLA class II histocompatibility antigen gamma chain (CD74),PAY0NNLXO,RSL3-NH2,PAY0NNLXO,Phospholipid hydroperoxide glutathione peroxidase (GPX4),Other,Mal-PEG4-DBCO-Ala-Val,Toledo cells,Diffuse large B-cell lymphoma,2.4,1,1,0,ADCC000584,https://adcdb.idrblab.net/data/adc/details/DRG0SNONX,Toledo cells || HLA class II histocompatibility antigen gamma chain (CD74)
DRG0ZXCSM,Trastuzumab-RSL3-NH2,Investigative,Trastuzumab,TAR0THKZD,Receptor tyrosine-protein kinase erbB-2 (HER2),PAY0NNLXO,RSL3-NH2,PAY0NNLXO,Phospholipid hydroperoxide glutathione peroxidase (GPX4),Other,Mal-PEG4-DBCO-Ala-Val,BT-474 cells,Invasive breast carcinoma,100,0,1,0,ADCC000583,https://adcdb.idrblab.net/data/adc/details/DRG0ZXCSM,BT-474 cells || Receptor tyrosine-protein kinase erbB-2 (HER2)
DRG0WIBDT,Pamlectabart tismanitin,Phase 1/2,Pamlectabart,TAR0KQONX,Tumor necrosis factor receptor superfamily member 17 (TNFRSF17),PAY0VZNCV,HDP 30.2115,PAY0VZNCV,RNA polymerase II,Other,Mal-Val-Ala-PAB,HS-5 cells,Normal,1000,0,1,0,ADCC000782,https://adcdb.idrblab.net/data/adc/details/DRG0WIBDT,HS-5 cells || Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)
DRG0WIBDT,Pamlectabart tismanitin,Phase 1/2,Pamlectabart,TAR0KQONX,Tumor necrosis factor receptor superfamily member 17 (TNFRSF17),PAY0VZNCV,HDP 30.2115,PAY0VZNCV,RNA polymerase II,Other,Mal-Val-Ala-PAB,INA-6 cells,Plasma cell myeloma,0.18,1,1,0,ADCC000777,https://adcdb.idrblab.net/data/adc/details/DRG0WIBDT,INA-6 cells || Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)
DRG0WIBDT,Pamlectabart tismanitin,Phase 1/2,Pamlectabart,TAR0KQONX,Tumor necrosis factor receptor superfamily member 17 (TNFRSF17),PAY0VZNCV,HDP 30.2115,PAY0VZNCV,RNA polymerase II,Other,Mal-Val-Ala-PAB,L-363 cells,Plasma cell myeloma,4.83,1,1,0,ADCC000779,https://adcdb.idrblab.net/data/adc/details/DRG0WIBDT,L-363 cells || Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)
DRG0WIBDT,Pamlectabart tismanitin,Phase 1/2,Pamlectabart,TAR0KQONX,Tumor necrosis factor receptor superfamily member 17 (TNFRSF17),PAY0VZNCV,HDP 30.2115,PAY0VZNCV,RNA polymerase II,Other,Mal-Val-Ala-PAB,LP-1 cells,Plasma cell myeloma,0.3,1,1,0,ADCC000781,https://adcdb.idrblab.net/data/adc/details/DRG0WIBDT,LP-1 cells || Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)
DRG0WIBDT,Pamlectabart tismanitin,Phase 1/2,Pamlectabart,TAR0KQONX,Tumor necrosis factor receptor superfamily member 17 (TNFRSF17),PAY0VZNCV,HDP 30.2115,PAY0VZNCV,RNA polymerase II,Other,Mal-Val-Ala-PAB,MM1.S cells,Plasma cell myeloma,0.16,1,1,0,ADCC000775,https://adcdb.idrblab.net/data/adc/details/DRG0WIBDT,MM1.S cells || Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)
DRG0WIBDT,Pamlectabart tismanitin,Phase 1/2,Pamlectabart,TAR0KQONX,Tumor necrosis factor receptor superfamily member 17 (TNFRSF17),PAY0VZNCV,HDP 30.2115,PAY0VZNCV,RNA polymerase II,Other,Mal-Val-Ala-PAB,NCI-H929 cells,Plasma cell myeloma,0.04,1,1,0,ADCC000776,https://adcdb.idrblab.net/data/adc/details/DRG0WIBDT,NCI-H929 cells || Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)
DRG0WIBDT,Pamlectabart tismanitin,Phase 1/2,Pamlectabart,TAR0KQONX,Tumor necrosis factor receptor superfamily member 17 (TNFRSF17),PAY0VZNCV,HDP 30.2115,PAY0VZNCV,RNA polymerase II,Other,Mal-Val-Ala-PAB,OPM-2 cells,Plasma cell myeloma,34.2,0,1,0,ADCC000778,https://adcdb.idrblab.net/data/adc/details/DRG0WIBDT,OPM-2 cells || Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)
DRG0WIBDT,Pamlectabart tismanitin,Phase 1/2,Pamlectabart,TAR0KQONX,Tumor necrosis factor receptor superfamily member 17 (TNFRSF17),PAY0VZNCV,HDP 30.2115,PAY0VZNCV,RNA polymerase II,Other,Mal-Val-Ala-PAB,RPMI-8226 cells,Plasma cell myeloma,142,0,1,0,ADCC000774,https://adcdb.idrblab.net/data/adc/details/DRG0WIBDT,RPMI-8226 cells || Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)
DRG0WIBDT,Pamlectabart tismanitin,Phase 1/2,Pamlectabart,TAR0KQONX,Tumor necrosis factor receptor superfamily member 17 (TNFRSF17),PAY0VZNCV,HDP 30.2115,PAY0VZNCV,RNA polymerase II,Other,Mal-Val-Ala-PAB,SK-MM-1 cells,Multiple myeloma,0.34,1,1,0,ADCC000780,https://adcdb.idrblab.net/data/adc/details/DRG0WIBDT,SK-MM-1 cells || Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)
DRG0WIBDT,Pamlectabart tismanitin,Phase 1/2,Pamlectabart,TAR0KQONX,Tumor necrosis factor receptor superfamily member 17 (TNFRSF17),PAY0VZNCV,HDP 30.2115,PAY0VZNCV,RNA polymerase II,Other,Mal-Val-Ala-PAB,U266B1 cells,Plasma cell myeloma,0.01,1,1,0,ADCC000773,https://adcdb.idrblab.net/data/adc/details/DRG0WIBDT,U266B1 cells || Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)
DRG0WIBDT,Pamlectabart tismanitin,Phase 1/2,Pamlectabart,TAR0KQONX,Tumor necrosis factor receptor superfamily member 17 (TNFRSF17),PAY0VZNCV,HDP 30.2115,PAY0VZNCV,RNA polymerase II,Other,Mal-Val-Ala-PAB,U2OS cells,Osteosarcoma,1000,0,1,0,ADCC000783,https://adcdb.idrblab.net/data/adc/details/DRG0WIBDT,U2OS cells || Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)
DRG0BSQPI,Sacituzumab tirumotecan,Apprpved in 2024,Sacituzumab,TAR0MIBZW,Tumor-associated calcium signal transducer 2 (TACSTD2),PAY0BBRSF,KL610023,PAY0BBRSF,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,Pyrimidine CL2A carbonate linker,BxPC-3 cells,Pancreatic ductal adenocarcinoma,11.03,0,1,0,ADCC000495,https://adcdb.idrblab.net/data/adc/details/DRG0BSQPI,BxPC-3 cells || Tumor-associated calcium signal transducer 2 (TACSTD2)
DRG0BSQPI,Sacituzumab tirumotecan,Apprpved in 2024,Sacituzumab,TAR0MIBZW,Tumor-associated calcium signal transducer 2 (TACSTD2),PAY0BBRSF,KL610023,PAY0BBRSF,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,Pyrimidine CL2A carbonate linker,Calu-3 cells,Lung adenocarcinoma,1.28,1,1,0,ADCC000496,https://adcdb.idrblab.net/data/adc/details/DRG0BSQPI,Calu-3 cells || Tumor-associated calcium signal transducer 2 (TACSTD2)
DRG0BSQPI,Sacituzumab tirumotecan,Apprpved in 2024,Sacituzumab,TAR0MIBZW,Tumor-associated calcium signal transducer 2 (TACSTD2),PAY0BBRSF,KL610023,PAY0BBRSF,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,Pyrimidine CL2A carbonate linker,HCC1806 cells,Breast squamous cell carcinoma,5.7,1,1,0,ADCC000493,https://adcdb.idrblab.net/data/adc/details/DRG0BSQPI,HCC1806 cells || Tumor-associated calcium signal transducer 2 (TACSTD2)
DRG0BSQPI,Sacituzumab tirumotecan,Apprpved in 2024,Sacituzumab,TAR0MIBZW,Tumor-associated calcium signal transducer 2 (TACSTD2),PAY0BBRSF,KL610023,PAY0BBRSF,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,Pyrimidine CL2A carbonate linker,NCI-H23 cells,Lung adenocarcinoma,3.41,1,2,1,ADCC000497;ADCC000498,https://adcdb.idrblab.net/data/adc/details/DRG0BSQPI,NCI-H23 cells || Tumor-associated calcium signal transducer 2 (TACSTD2)
DRG0BSQPI,Sacituzumab tirumotecan,Apprpved in 2024,Sacituzumab,TAR0MIBZW,Tumor-associated calcium signal transducer 2 (TACSTD2),PAY0BBRSF,KL610023,PAY0BBRSF,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,Pyrimidine CL2A carbonate linker,NCI-N87 cells,Gastric tubular adenocarcinoma,2.24,1,1,0,ADCC000494,https://adcdb.idrblab.net/data/adc/details/DRG0BSQPI,NCI-N87 cells || Tumor-associated calcium signal transducer 2 (TACSTD2)
DRG0JBKMD,Labetuzumab govitecan,Phase 2 (discontinued),Labetuzumab,TAR0MKNCY,Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5),PAY0BKPAH,SN-38,PAY0BKPAH,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2A,22RV1 cells,Prostate carcinoma,1.23,1,1,0,ADCC000739,https://adcdb.idrblab.net/data/adc/details/DRG0JBKMD,22RV1 cells || Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5)
DRG0JBKMD,Labetuzumab govitecan,Phase 2 (discontinued),Labetuzumab,TAR0MKNCY,Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5),PAY0BKPAH,SN-38,PAY0BKPAH,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2A,DU145 cells,Prostate carcinoma,4.04,1,1,0,ADCC000738,https://adcdb.idrblab.net/data/adc/details/DRG0JBKMD,DU145 cells || Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5)
DRG0JBKMD,Labetuzumab govitecan,Phase 2 (discontinued),Labetuzumab,TAR0MKNCY,Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5),PAY0BKPAH,SN-38,PAY0BKPAH,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2A,MSKCC EF1 cells,Prostate cancer,140,0,1,0,ADCC000740,https://adcdb.idrblab.net/data/adc/details/DRG0JBKMD,MSKCC EF1 cells || Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5)
DRG0JBKMD,Labetuzumab govitecan,Phase 2 (discontinued),Labetuzumab,TAR0MKNCY,Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5),PAY0BKPAH,SN-38,PAY0BKPAH,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2A,NCI-H660 cells,Prostate small cell carcinoma,3320,0,1,0,ADCC000741,https://adcdb.idrblab.net/data/adc/details/DRG0JBKMD,NCI-H660 cells || Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5)
DRG0EKTUN,Sacituzumab govitecan,Approved in 2020,Sacituzumab,TAR0MIBZW,Tumor-associated calcium signal transducer 2 (TACSTD2),PAY0BKPAH,SN-38,PAY0BKPAH,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2A,BxPC-3 cells,Pancreatic ductal adenocarcinoma,1.44,1,1,0,ADCC000355,https://adcdb.idrblab.net/data/adc/details/DRG0EKTUN,BxPC-3 cells || Tumor-associated calcium signal transducer 2 (TACSTD2)
DRG0EKTUN,Sacituzumab govitecan,Approved in 2020,Sacituzumab,TAR0MIBZW,Tumor-associated calcium signal transducer 2 (TACSTD2),PAY0BKPAH,SN-38,PAY0BKPAH,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2A,COLO 205 cells,Colon adenocarcinoma,1.02,1,1,0,ADCC000351,https://adcdb.idrblab.net/data/adc/details/DRG0EKTUN,COLO 205 cells || Tumor-associated calcium signal transducer 2 (TACSTD2)
DRG0EKTUN,Sacituzumab govitecan,Approved in 2020,Sacituzumab,TAR0MIBZW,Tumor-associated calcium signal transducer 2 (TACSTD2),PAY0BKPAH,SN-38,PAY0BKPAH,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2A,Calu-3 cells,Lung adenocarcinoma,7.19,1,1,0,ADCC000350,https://adcdb.idrblab.net/data/adc/details/DRG0EKTUN,Calu-3 cells || Tumor-associated calcium signal transducer 2 (TACSTD2)
DRG0EKTUN,Sacituzumab govitecan,Approved in 2020,Sacituzumab,TAR0MIBZW,Tumor-associated calcium signal transducer 2 (TACSTD2),PAY0BKPAH,SN-38,PAY0BKPAH,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2A,Capan-1 cells,Pancreatic ductal adenocarcinoma,3.5,1,1,0,ADCC000352,https://adcdb.idrblab.net/data/adc/details/DRG0EKTUN,Capan-1 cells || Tumor-associated calcium signal transducer 2 (TACSTD2)
DRG0EKTUN,Sacituzumab govitecan,Approved in 2020,Sacituzumab,TAR0MIBZW,Tumor-associated calcium signal transducer 2 (TACSTD2),PAY0BKPAH,SN-38,PAY0BKPAH,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2A,PC-3 cells,Prostate carcinoma,1.86,1,1,0,ADCC000353,https://adcdb.idrblab.net/data/adc/details/DRG0EKTUN,PC-3 cells || Tumor-associated calcium signal transducer 2 (TACSTD2)
DRG0EKTUN,Sacituzumab govitecan,Approved in 2020,Sacituzumab,TAR0MIBZW,Tumor-associated calcium signal transducer 2 (TACSTD2),PAY0BKPAH,SN-38,PAY0BKPAH,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2A,Primary cervical cancer cells,Primary cervical cancer,0.18,1,1,0,ADCC000356,https://adcdb.idrblab.net/data/adc/details/DRG0EKTUN,Primary cervical cancer cells || Tumor-associated calcium signal transducer 2 (TACSTD2)
DRG0EKTUN,Sacituzumab govitecan,Approved in 2020,Sacituzumab,TAR0MIBZW,Tumor-associated calcium signal transducer 2 (TACSTD2),PAY0BKPAH,SN-38,PAY0BKPAH,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2A,SK-MES-1 cells,Lung squamous cell carcinoma,8.61,1,1,0,ADCC000354,https://adcdb.idrblab.net/data/adc/details/DRG0EKTUN,SK-MES-1 cells || Tumor-associated calcium signal transducer 2 (TACSTD2)
DRG0EKTUN,Sacituzumab govitecan,Approved in 2020,Sacituzumab,TAR0MIBZW,Tumor-associated calcium signal transducer 2 (TACSTD2),PAY0BKPAH,SN-38,PAY0BKPAH,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2A,USPC-ARK-2 cells,Endometrial serous adenocarcinoma,0.6,1,2,0,ADCC000349;ADCC000348,https://adcdb.idrblab.net/data/adc/details/DRG0EKTUN,USPC-ARK-2 cells || Tumor-associated calcium signal transducer 2 (TACSTD2)
DRG0CECRA,Trastuzumab rezetecan,Approved in 2025,Trastuzumab,TAR0THKZD,Receptor tyrosine-protein kinase erbB-2 (HER2),PAY0CJNCU,SHR9265,PAY0CJNCU,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,Mc-Gly-Gly-Phe-Gly,CVCL_0434,Gastric adenocarcinoma,0.42,1,9,1,ADCC015326;ADCC015325;ADCC015327;ADCC015329;ADCC015331;ADCC015330;ADCC015333;ADCC015332;ADCC015328,https://adcdb.idrblab.net/data/adc/details/DRG0CECRA,CVCL_0434 || Receptor tyrosine-protein kinase erbB-2 (HER2)
DRG0BWNUI,H01L02-DXd,Investigative,Anti-CDH6 mAb H01L02,TAR0SOZLV,Cadherin-6 (CDH6),PAY0UXDSB,DX-8951 derivative (DXd),PAY0UXDSB,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,Mc-Gly-Gly-Phe-Gly,CVCL_0479,Ovarian mixed germ cell tumor,0.01,1,1,0,ADCC007052,https://adcdb.idrblab.net/data/adc/details/DRG0BWNUI,CVCL_0479 || Cadherin-6 (CDH6)
DRG0EFAMN,H02L03-DXd,Investigative,Anti-CDH6 mAb H02L03,TAR0SOZLV,Cadherin-6 (CDH6),PAY0UXDSB,DX-8951 derivative (DXd),PAY0UXDSB,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,Mc-Gly-Gly-Phe-Gly,CVCL_0479,Ovarian mixed germ cell tumor,0.1,1,1,0,ADCC007054,https://adcdb.idrblab.net/data/adc/details/DRG0EFAMN,CVCL_0479 || Cadherin-6 (CDH6)
DRG0SLFJV,H02L02-DXd,Investigative,Anti-CDH6 mAb H02L02,TAR0SOZLV,Cadherin-6 (CDH6),PAY0UXDSB,DX-8951 derivative (DXd),PAY0UXDSB,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,Mc-Gly-Gly-Phe-Gly,CVCL_0479,Ovarian mixed germ cell tumor,0.01,1,1,0,ADCC007053,https://adcdb.idrblab.net/data/adc/details/DRG0SLFJV,CVCL_0479 || Cadherin-6 (CDH6)
DRG0ZBRFQ,H04L02-DXd,Investigative,Anti-CDH6 mAb H04L02,TAR0SOZLV,Cadherin-6 (CDH6),PAY0UXDSB,DX-8951 derivative (DXd),PAY0UXDSB,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,Mc-Gly-Gly-Phe-Gly,CVCL_0479,Ovarian mixed germ cell tumor,0.1,1,1,0,ADCC007055,https://adcdb.idrblab.net/data/adc/details/DRG0ZBRFQ,CVCL_0479 || Cadherin-6 (CDH6)
DRG0NNKAQ,Ifinatamab deruxtecan,New Drug Application,Ifinatamab,TAR0GLSWQ,CD276 antigen (CD276),PAY0WSZPJ,DXd,PAY0WSZPJ,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,Mc-Gly-Gly-Phe-Gly,CCRF-CEM cells,T acute lymphoblastic leukemia,0.55,1,1,0,ADCC000785,https://adcdb.idrblab.net/data/adc/details/DRG0NNKAQ,CCRF-CEM cells || CD276 antigen (CD276)
DRG0NNKAQ,Ifinatamab deruxtecan,New Drug Application,Ifinatamab,TAR0GLSWQ,CD276 antigen (CD276),PAY0WSZPJ,DXd,PAY0WSZPJ,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,Mc-Gly-Gly-Phe-Gly,MFE-280 cells,Endometrial adenocarcinoma,0.36,1,1,0,ADCC000787,https://adcdb.idrblab.net/data/adc/details/DRG0NNKAQ,MFE-280 cells || CD276 antigen (CD276)
DRG0NNKAQ,Ifinatamab deruxtecan,New Drug Application,Ifinatamab,TAR0GLSWQ,CD276 antigen (CD276),PAY0WSZPJ,DXd,PAY0WSZPJ,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,Mc-Gly-Gly-Phe-Gly,Rh41 cells,Alveolar rhabdomyosarcoma,0.37,1,1,0,ADCC000786,https://adcdb.idrblab.net/data/adc/details/DRG0NNKAQ,Rh41 cells || CD276 antigen (CD276)
DRG0ERKBH,Trastuzumab deruxtecan,Approved in 2019,Trastuzumab,TAR0THKZD,Receptor tyrosine-protein kinase erbB-2 (HER2),PAY0WSZPJ,DXd,PAY0WSZPJ,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,Mc-Gly-Gly-Phe-Gly,CVCL_0031,Invasive breast carcinoma,100,0,1,0,ADCC009856,https://adcdb.idrblab.net/data/adc/details/DRG0ERKBH,CVCL_0031 || Receptor tyrosine-protein kinase erbB-2 (HER2)
DRG0ERKBH,Trastuzumab deruxtecan,Approved in 2019,Trastuzumab,TAR0THKZD,Receptor tyrosine-protein kinase erbB-2 (HER2),PAY0WSZPJ,DXd,PAY0WSZPJ,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,Mc-Gly-Gly-Phe-Gly,CVCL_0033,Breast adenocarcinoma,0.0652,1,1,0,ADCC009854,https://adcdb.idrblab.net/data/adc/details/DRG0ERKBH,CVCL_0033 || Receptor tyrosine-protein kinase erbB-2 (HER2)
DRG0ERKBH,Trastuzumab deruxtecan,Approved in 2019,Trastuzumab,TAR0THKZD,Receptor tyrosine-protein kinase erbB-2 (HER2),PAY0WSZPJ,DXd,PAY0WSZPJ,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,Mc-Gly-Gly-Phe-Gly,CVCL_1603,Gastric tubular adenocarcinoma,0.2344,1,1,0,ADCC009853,https://adcdb.idrblab.net/data/adc/details/DRG0ERKBH,CVCL_1603 || Receptor tyrosine-protein kinase erbB-2 (HER2)
DRG0ERKBH,Trastuzumab deruxtecan,Approved in 2019,Trastuzumab,TAR0THKZD,Receptor tyrosine-protein kinase erbB-2 (HER2),PAY0WSZPJ,DXd,PAY0WSZPJ,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,Mc-Gly-Gly-Phe-Gly,CVCL_2077,Breast ductal carcinoma,100,0,1,0,ADCC009855,https://adcdb.idrblab.net/data/adc/details/DRG0ERKBH,CVCL_2077 || Receptor tyrosine-protein kinase erbB-2 (HER2)
DRG0RGMND,Epratuzumab-CL2E-SN-38,Investigative,Epratuzumab,TAR0XTCGM,B-cell receptor CD22 (CD22),PAY0ZVBAI,Active metabolite of irinotecan SN38,PAY0ZVBAI,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2E,697 cells,Childhood B acute lymphoblastic leukemia,2.67,1,1,0,ADCC006954,https://adcdb.idrblab.net/data/adc/details/DRG0RGMND,697 cells || B-cell receptor CD22 (CD22)
DRG0RGMND,Epratuzumab-CL2E-SN-38,Investigative,Epratuzumab,TAR0XTCGM,B-cell receptor CD22 (CD22),PAY0ZVBAI,Active metabolite of irinotecan SN38,PAY0ZVBAI,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2E,Daudi cells,Burkitt lymphoma,0.06,1,6,0,ADCC006986;ADCC006987;ADCC006985;ADCC006950;ADCC006988;ADCC006989,https://adcdb.idrblab.net/data/adc/details/DRG0RGMND,Daudi cells || B-cell receptor CD22 (CD22)
DRG0RGMND,Epratuzumab-CL2E-SN-38,Investigative,Epratuzumab,TAR0XTCGM,B-cell receptor CD22 (CD22),PAY0ZVBAI,Active metabolite of irinotecan SN38,PAY0ZVBAI,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2E,JeKo-1 cells,Mantle cell lymphoma,0.81,1,6,0,ADCC006996;ADCC006997;ADCC006999;ADCC006998;ADCC006995;ADCC006952,https://adcdb.idrblab.net/data/adc/details/DRG0RGMND,JeKo-1 cells || B-cell receptor CD22 (CD22)
DRG0RGMND,Epratuzumab-CL2E-SN-38,Investigative,Epratuzumab,TAR0XTCGM,B-cell receptor CD22 (CD22),PAY0ZVBAI,Active metabolite of irinotecan SN38,PAY0ZVBAI,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2E,MN-60 cells,Burkitt lymphoma,3.65,1,1,0,ADCC006956,https://adcdb.idrblab.net/data/adc/details/DRG0RGMND,MN-60 cells || B-cell receptor CD22 (CD22)
DRG0RGMND,Epratuzumab-CL2E-SN-38,Investigative,Epratuzumab,TAR0XTCGM,B-cell receptor CD22 (CD22),PAY0ZVBAI,Active metabolite of irinotecan SN38,PAY0ZVBAI,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2E,RS4 11 cells,Adult B acute lymphoblastic leukemia,1.68,1,1,0,ADCC006955,https://adcdb.idrblab.net/data/adc/details/DRG0RGMND,RS4 11 cells || B-cell receptor CD22 (CD22)
DRG0QJGNH,Emab-CL2E-SN38,Investigative,Epratuzumab,TAR0XTCGM,B-cell receptor CD22 (CD22),PAY0ZVBAI,Active metabolite of irinotecan SN38,PAY0ZVBAI,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2E,Raji cells,EBV-related Burkitt lymphoma,135.8,0,1,0,ADCC001755,https://adcdb.idrblab.net/data/adc/details/DRG0QJGNH,Raji cells || B-cell receptor CD22 (CD22)
DRG0RGMND,Epratuzumab-CL2E-SN-38,Investigative,Epratuzumab,TAR0XTCGM,B-cell receptor CD22 (CD22),PAY0ZVBAI,Active metabolite of irinotecan SN38,PAY0ZVBAI,DNA topoisomerase 1 (TOP1),Topo-I inhibitor,CL2E,Raji cells,EBV-related Burkitt lymphoma,0.19,1,7,1,ADCC006977;ADCC006976;ADCC006975;ADCC006948;ADCC006979;ADCC006978;ADCC007002,https://adcdb.idrblab.net/data/adc/details/DRG0RGMND,Raji cells || B-cell receptor CD22 (CD22)
